"","num_dataset","AUC","Model_Type"
"1",1,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"2",2,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"3",3,0.950980392156863,"RSA_WCN_SS_Mean_Score"
"4",4,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"5",5,0.934562211981567,"RSA_WCN_SS_Mean_Score"
"6",6,0.931797235023041,"RSA_WCN_SS_Mean_Score"
"7",7,0.930392156862745,"RSA_WCN_SS_Mean_Score"
"8",8,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"9",9,0.971537001897533,"RSA_WCN_SS_Mean_Score"
"10",10,0.956356736242884,"RSA_WCN_SS_Mean_Score"
